Datetime,Close,High,Low,Open,Volume
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
2025-08-20 11:30:00-04:00,6389.0400390625,6389.33984375,6362.16015625,6378.39990234375,307492000
2025-08-20 12:30:00-04:00,6380.2998046875,6389.14990234375,6374.56982421875,6389.0,233499000
2025-08-20 13:30:00-04:00,6372.97021484375,6394.27978515625,6367.77978515625,6380.35009765625,244065000
2025-08-20 14:30:00-04:00,6397.97021484375,6403.35986328125,6372.83984375,6372.97021484375,267230000
2025-08-20 15:30:00-04:00,6394.8798828125,6405.10009765625,6393.490234375,6398.080078125,400907000
2025-08-21 09:30:00-04:00,6393.39013671875,6393.64990234375,6357.7900390625,6380.830078125,0
2025-08-21 10:30:00-04:00,6381.259765625,6393.47998046875,6367.669921875,6393.47998046875,288019683
2025-08-21 11:30:00-04:00,6366.47021484375,6389.669921875,6364.06005859375,6381.25,236627216
2025-08-21 12:30:00-04:00,6358.02978515625,6373.39990234375,6352.7099609375,6366.490234375,207780000
2025-08-21 13:30:00-04:00,6369.4501953125,6375.64990234375,6357.60009765625,6358.009765625,197613000
2025-08-21 14:30:00-04:00,6373.3798828125,6379.02978515625,6365.68017578125,6369.4501953125,228315000
2025-08-21 15:30:00-04:00,6370.18017578125,6373.47998046875,6365.5498046875,6373.43994140625,343617000
2025-08-22 09:30:00-04:00,6456.14990234375,6469.60986328125,6384.58984375,6384.58984375,0
2025-08-22 10:30:00-04:00,6473.60986328125,6477.080078125,6455.830078125,6455.830078125,454344352
2025-08-22 11:30:00-04:00,6462.240234375,6478.89013671875,6461.52978515625,6473.7998046875,303090000
2025-08-22 12:30:00-04:00,6476.009765625,6477.009765625,6457.330078125,6462.2001953125,260718000
2025-08-22 13:30:00-04:00,6467.830078125,6477.97998046875,6467.39013671875,6476.009765625,263920000
2025-08-22 14:30:00-04:00,6464.77978515625,6472.56982421875,6464.580078125,6468.009765625,301835000
2025-08-22 15:30:00-04:00,6466.35009765625,6468.6201171875,6457.16015625,6464.669921875,416773000
2025-08-25 09:30:00-04:00,6455.47998046875,6461.169921875,6448.0400390625,6457.669921875,0
2025-08-25 10:30:00-04:00,6463.669921875,6464.77001953125,6451.68017578125,6455.4501953125,308159193
2025-08-25 11:30:00-04:00,6463.77978515625,6465.39013671875,6459.25,6463.68017578125,237767084
2025-08-25 12:30:00-04:00,6460.31005859375,6466.89013671875,6458.2998046875,6463.75,217153000
2025-08-25 13:30:00-04:00,6455.77001953125,6461.7900390625,6454.10986328125,6460.33984375,224031000
2025-08-25 14:30:00-04:00,6451.0498046875,6456.89013671875,6450.3701171875,6455.72998046875,242214000
2025-08-25 15:30:00-04:00,6439.4501953125,6452.1201171875,6438.06005859375,6450.97998046875,377248000
2025-08-26 09:30:00-04:00,6444.85009765625,6446.9501953125,6429.2099609375,6435.490234375,0
2025-08-26 10:30:00-04:00,6437.93994140625,6445.56005859375,6437.41015625,6444.830078125,294214880
2025-08-26 11:30:00-04:00,6447.02001953125,6448.89990234375,6436.7099609375,6437.97998046875,235220375
2025-08-26 12:30:00-04:00,6448.490234375,6448.97021484375,6442.7099609375,6446.93994140625,199104324
2025-08-26 13:30:00-04:00,6448.64013671875,6449.06005859375,6438.31982421875,6448.3701171875,194917000
2025-08-26 14:30:00-04:00,6459.080078125,6460.169921875,6448.66015625,6448.66015625,255682000
2025-08-26 15:30:00-04:00,6465.7001953125,6468.3701171875,6452.490234375,6459.0498046875,479638000
2025-08-27 09:30:00-04:00,6474.85009765625,6477.240234375,6457.83984375,6462.259765625,0
2025-08-27 10:30:00-04:00,6476.919921875,6479.330078125,6471.91015625,6474.89013671875,299493301
2025-08-27 11:30:00-04:00,6473.0498046875,6480.68994140625,6468.759765625,6476.9599609375,245602357
2025-08-27 12:30:00-04:00,6478.169921875,6479.14990234375,6468.08984375,6473.14013671875,228646000
2025-08-27 13:30:00-04:00,6486.52001953125,6487.02978515625,6478.14990234375,6478.169921875,204101000
2025-08-27 14:30:00-04:00,6480.22021484375,6486.6201171875,6472.6201171875,6486.509765625,276490000
2025-08-27 15:30:00-04:00,6480.85009765625,6487.06005859375,6480.259765625,6480.259765625,436092000
2025-08-28 09:30:00-04:00,6473.47021484375,6495.43994140625,6466.9599609375,6483.83984375,0
2025-08-28 10:30:00-04:00,6476.39990234375,6490.02978515625,6473.35009765625,6473.35009765625,306375685
2025-08-28 11:30:00-04:00,6495.2001953125,6496.18994140625,6476.27978515625,6476.27978515625,221387600
2025-08-28 12:30:00-04:00,6494.97998046875,6497.35009765625,6488.6298828125,6495.27978515625,188805000
2025-08-28 13:30:00-04:00,6500.33984375,6500.490234375,6494.9501953125,6494.9501953125,194784000
2025-08-28 14:30:00-04:00,6502.93017578125,6505.89013671875,6500.35009765625,6500.35009765625,250332000
2025-08-28 15:30:00-04:00,6502.31005859375,6508.22998046875,6501.18017578125,6503.0,372356000
2025-08-29 09:30:00-04:00,6459.10986328125,6491.759765625,6449.52001953125,6489.27978515625,0
2025-08-29 10:30:00-04:00,6456.990234375,6463.3701171875,6444.56982421875,6459.169921875,291283862
2025-08-29 11:30:00-04:00,6454.7998046875,6460.3701171875,6450.27978515625,6457.02978515625,214043206
2025-08-29 12:30:00-04:00,6452.240234375,6462.8701171875,6447.81005859375,6454.81005859375,193386000
2025-08-29 13:30:00-04:00,6455.56005859375,6462.7099609375,6451.33984375,6452.3798828125,197898000
2025-08-29 14:30:00-04:00,6458.47998046875,6462.6201171875,6454.7998046875,6455.52978515625,218022000
2025-08-29 15:30:00-04:00,6461.81982421875,6463.8798828125,6450.4501953125,6458.490234375,400666000
