Datetime,Close,High,Low,Open,Volume
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
2025-08-01 09:30:00-04:00,6252.2998046875,6287.27978515625,6214.43017578125,6287.27978515625,0
2025-08-01 10:30:00-04:00,6234.25,6259.5400390625,6233.47998046875,6252.66015625,457839222
2025-08-01 11:30:00-04:00,6261.97021484375,6268.64990234375,6233.10009765625,6234.22998046875,350629000
2025-08-01 12:30:00-04:00,6224.3798828125,6263.22021484375,6222.83984375,6261.85009765625,315314000
2025-08-01 13:30:00-04:00,6235.02978515625,6236.5,6212.68994140625,6224.3798828125,321229000
2025-08-01 14:30:00-04:00,6237.22021484375,6249.77978515625,6228.85986328125,6235.080078125,349564000
2025-08-01 15:30:00-04:00,6237.2998046875,6251.83984375,6228.22998046875,6237.259765625,501674000
2025-08-04 09:30:00-04:00,6313.52001953125,6314.22021484375,6271.7099609375,6271.7099609375,0
2025-08-04 10:30:00-04:00,6309.97021484375,6315.10009765625,6304.330078125,6313.68017578125,356580507
2025-08-04 11:30:00-04:00,6317.10009765625,6320.35009765625,6305.5498046875,6309.93017578125,271499192
2025-08-04 12:30:00-04:00,6322.39013671875,6324.490234375,6316.68994140625,6317.0400390625,242750000
2025-08-04 13:30:00-04:00,6319.35009765625,6324.0498046875,6313.89013671875,6322.5400390625,242817000
2025-08-04 14:30:00-04:00,6321.68017578125,6325.91015625,6316.89013671875,6319.2900390625,313035000
2025-08-04 15:30:00-04:00,6329.5400390625,6330.68994140625,6318.18017578125,6321.72998046875,460239000
2025-08-05 09:30:00-04:00,6317.0,6346.0,6311.18017578125,6336.6298828125,0
2025-08-05 10:30:00-04:00,6298.41015625,6317.06982421875,6289.3701171875,6317.06982421875,437150494
2025-08-05 11:30:00-04:00,6309.8701171875,6310.85986328125,6291.06982421875,6298.7099609375,292023000
2025-08-05 12:30:00-04:00,6316.22998046875,6317.06005859375,6297.5400390625,6309.85986328125,249770000
2025-08-05 13:30:00-04:00,6306.18994140625,6322.2998046875,6305.35009765625,6316.25,252711000
2025-08-05 14:30:00-04:00,6308.8701171875,6309.7998046875,6297.89990234375,6306.33984375,299041000
2025-08-05 15:30:00-04:00,6299.18994140625,6309.4501953125,6297.580078125,6308.919921875,427662000
2025-08-06 09:30:00-04:00,6306.93994140625,6324.4501953125,6301.10986328125,6309.2998046875,0
2025-08-06 10:30:00-04:00,6338.93994140625,6339.97021484375,6303.83984375,6306.83984375,446181047
2025-08-06 11:30:00-04:00,6342.85986328125,6348.330078125,6331.77978515625,6338.8701171875,326192000
2025-08-06 12:30:00-04:00,6342.14013671875,6348.14990234375,6337.830078125,6342.93994140625,253597000
2025-08-06 13:30:00-04:00,6348.68994140625,6349.490234375,6338.990234375,6342.18994140625,270722000
2025-08-06 14:30:00-04:00,6349.009765625,6350.75,6344.41015625,6348.64013671875,328308000
2025-08-06 15:30:00-04:00,6344.77978515625,6352.830078125,6343.18017578125,6348.97021484375,466443000
2025-08-07 09:30:00-04:00,6356.6201171875,6389.7099609375,6350.72998046875,6374.31982421875,0
2025-08-07 10:30:00-04:00,6338.81005859375,6361.72998046875,6337.14990234375,6356.919921875,385881101
2025-08-07 11:30:00-04:00,6341.830078125,6344.85986328125,6331.68017578125,6338.8701171875,310868000
2025-08-07 12:30:00-04:00,6319.4501953125,6344.66015625,6319.4501953125,6341.85986328125,285658000
2025-08-07 13:30:00-04:00,6318.0400390625,6329.43994140625,6310.31982421875,6319.4599609375,263012000
2025-08-07 14:30:00-04:00,6321.89990234375,6327.41015625,6313.830078125,6317.91015625,299625000
2025-08-07 15:30:00-04:00,6341.080078125,6341.080078125,6321.89990234375,6321.89990234375,447843000
2025-08-08 09:30:00-04:00,6383.080078125,6386.43017578125,6355.22021484375,6355.22021484375,0
2025-08-08 10:30:00-04:00,6379.0,6388.9501953125,6374.93017578125,6383.1298828125,369215831
2025-08-08 11:30:00-04:00,6388.2099609375,6391.330078125,6367.9599609375,6378.919921875,296274362
2025-08-08 12:30:00-04:00,6382.4501953125,6390.14990234375,6380.06982421875,6388.080078125,270436000
2025-08-08 13:30:00-04:00,6390.60009765625,6395.16015625,6382.3798828125,6382.52001953125,238067000
2025-08-08 14:30:00-04:00,6391.02001953125,6394.490234375,6389.10986328125,6390.64013671875,286872000
2025-08-08 15:30:00-04:00,6390.18994140625,6390.93994140625,6379.39990234375,6390.93017578125,406960000
2025-08-11 09:30:00-04:00,6390.7998046875,6397.93994140625,6385.89013671875,6389.669921875,0
2025-08-11 10:30:00-04:00,6388.759765625,6392.22021484375,6383.7900390625,6390.85009765625,381117889
2025-08-11 11:30:00-04:00,6403.6298828125,6407.25,6385.9501953125,6388.77978515625,280455344
2025-08-11 12:30:00-04:00,6389.60009765625,6403.85009765625,6387.85009765625,6403.60009765625,214997000
2025-08-11 13:30:00-04:00,6382.81005859375,6391.8798828125,6381.27001953125,6389.60009765625,233831000
2025-08-11 14:30:00-04:00,6380.60986328125,6386.2998046875,6374.31005859375,6382.7998046875,262445000
2025-08-11 15:30:00-04:00,6374.490234375,6381.4599609375,6364.06005859375,6380.60986328125,425944000
2025-08-12 09:30:00-04:00,6410.8701171875,6416.4599609375,6385.759765625,6395.169921875,0
2025-08-12 10:30:00-04:00,6422.27978515625,6428.75,6406.72998046875,6411.16015625,368713768
2025-08-12 11:30:00-04:00,6432.06005859375,6432.89013671875,6420.56982421875,6422.3798828125,280857026
2025-08-12 12:30:00-04:00,6433.1201171875,6438.14013671875,6431.830078125,6432.08984375,225101000
2025-08-12 13:30:00-04:00,6440.35986328125,6444.25,6432.35986328125,6433.16015625,243080000
2025-08-12 14:30:00-04:00,6441.240234375,6442.18017578125,6438.1201171875,6440.43994140625,271657000
2025-08-12 15:30:00-04:00,6445.2998046875,6446.5498046875,6437.31982421875,6441.25,427415000
2025-08-13 09:30:00-04:00,6460.2001953125,6480.27978515625,6458.33984375,6462.669921875,0
2025-08-13 10:30:00-04:00,6454.52978515625,6461.77001953125,6447.990234375,6460.580078125,404743867
2025-08-13 11:30:00-04:00,6450.85009765625,6460.18994140625,6450.16015625,6454.31982421875,293856000
2025-08-13 12:30:00-04:00,6454.27978515625,6454.4501953125,6445.02001953125,6450.81982421875,287176000
2025-08-13 13:30:00-04:00,6456.97998046875,6460.0498046875,6445.990234375,6454.2900390625,257953000
2025-08-13 14:30:00-04:00,6460.77001953125,6464.66015625,6449.830078125,6457.02978515625,305797000
2025-08-13 15:30:00-04:00,6466.7900390625,6468.22998046875,6457.009765625,6460.72021484375,432985000
2025-08-14 09:30:00-04:00,6460.56005859375,6463.91015625,6441.06982421875,6453.4599609375,0
2025-08-14 10:30:00-04:00,6451.3798828125,6473.919921875,6448.080078125,6460.68017578125,333582092
2025-08-14 11:30:00-04:00,6449.47998046875,6459.64990234375,6444.97998046875,6451.18994140625,288926837
2025-08-14 12:30:00-04:00,6467.93017578125,6468.14013671875,6447.97998046875,6449.27978515625,215111000
2025-08-14 13:30:00-04:00,6458.33984375,6468.06005859375,6456.759765625,6467.8798828125,228490000
2025-08-14 14:30:00-04:00,6467.56982421875,6472.06982421875,6457.33984375,6458.2900390625,279023000
2025-08-14 15:30:00-04:00,6467.7998046875,6473.56005859375,6465.7900390625,6467.52978515625,466470000
2025-08-15 09:30:00-04:00,6458.5,6481.33984375,6451.3798828125,6477.3798828125,0
2025-08-15 10:30:00-04:00,6451.35986328125,6459.5400390625,6448.97021484375,6458.43994140625,337699639
2025-08-15 11:30:00-04:00,6449.2001953125,6457.66015625,6441.85009765625,6451.3798828125,302824000
2025-08-15 12:30:00-04:00,6457.91015625,6459.06982421875,6449.27978515625,6449.35009765625,262146000
2025-08-15 13:30:00-04:00,6461.7998046875,6464.7900390625,6456.35986328125,6457.9599609375,243333000
2025-08-15 14:30:00-04:00,6454.27978515625,6462.6201171875,6450.330078125,6461.89990234375,278629000
2025-08-15 15:30:00-04:00,6450.1201171875,6456.89013671875,6447.5,6454.2900390625,427329000
2025-08-18 09:30:00-04:00,6446.60009765625,6455.35009765625,6441.77978515625,6445.02001953125,0
2025-08-18 10:30:00-04:00,6443.0,6450.56005859375,6439.68017578125,6446.25,319004095
2025-08-18 11:30:00-04:00,6446.75,6448.27001953125,6441.31005859375,6443.080078125,236016558
2025-08-18 12:30:00-04:00,6447.2099609375,6449.08984375,6437.7001953125,6446.740234375,243013000
2025-08-18 13:30:00-04:00,6443.27001953125,6453.580078125,6440.580078125,6447.25,218595000
2025-08-18 14:30:00-04:00,6447.9599609375,6451.10009765625,6443.22998046875,6443.27978515625,240928000
2025-08-18 15:30:00-04:00,6449.240234375,6454.10986328125,6447.009765625,6447.93017578125,362596000
2025-08-19 09:30:00-04:00,6445.2099609375,6456.47998046875,6435.47021484375,6446.240234375,0
2025-08-19 10:30:00-04:00,6430.93994140625,6450.27001953125,6420.66015625,6444.990234375,401392797
2025-08-19 11:30:00-04:00,6418.580078125,6434.08984375,6416.22998046875,6430.9501953125,261833000
2025-08-19 12:30:00-04:00,6412.68017578125,6420.66015625,6403.39013671875,6418.580078125,269172000
2025-08-19 13:30:00-04:00,6406.16015625,6416.22998046875,6404.22998046875,6412.60986328125,235240000
2025-08-19 14:30:00-04:00,6406.97021484375,6407.60009765625,6400.22021484375,6406.10009765625,284577000
2025-08-19 15:30:00-04:00,6411.7998046875,6413.47021484375,6402.56982421875,6407.0498046875,394540000
2025-08-20 09:30:00-04:00,6353.490234375,6408.39990234375,6350.47998046875,6406.6201171875,0
2025-08-20 10:30:00-04:00,6378.5498046875,6379.0498046875,6343.85986328125,6353.43017578125,419442132
